OBJECTID,WatershedID,ReachCode,predicted_capacity,dam_density,percent_capacity,Shape_Length
3725,1807030203,55800,21.59,0,0,0.00014089
3726,1807030203,55800,26.13,0,0,0.001556083
3727,1807030203,55800,12.68,0,0,0.002257014
3728,1807030203,55800,17.58,0,0,0.000538652
3729,1807030203,55800,14.28,0,0,0.000706937
3730,1807030203,55800,13.03,0,0,0.002492497
3731,1807030203,55800,12.76,0,0,0.003092761
3732,1807030203,55800,31.48,0,0,0.000725282
3733,1807030203,55800,18.99,0,0,0.001368073
3734,1807030203,55800,16.78,0,0,0.000796165
3735,1807030203,55800,12.33,0,0,0.000572955
3736,1807030203,55800,9.99,0,0,0.000306637
3737,1807030203,55800,3.43,0,0,0.000345661
3738,1807030203,55800,12.95,0,0,0.000432156
3739,1807030203,55800,2.92,0,0,0.000951877
3740,1807030203,55800,11.43,0,0,0.000793933
3741,1807030203,55800,12.76,0,0,0.001639859
3742,1807030203,55800,21.79,0,0,0.000510302
3743,1807030203,55800,11.6,0,0,0.000693279
3744,1807030203,55800,12.76,0,0,0.001203921
3745,1807030203,55800,3.62,0,0,0.001465056
3746,1807030203,55800,12.76,0,0,0.001561285
3747,1807030203,55800,12.76,0,0,0.000527667
3748,1807030203,55800,12.76,0,0,0.001680102
3749,1807030203,55800,11.33,0,0,4.85565E-05
3750,1807030203,55800,12.76,0,0,0.001104288
3751,1807030203,55800,23.94,0,0,0.001628347
3752,1807030203,55800,18.1,0,0,0.000442678
3753,1807030203,55800,23.38,0,0,0.001942461
3754,1807030203,55800,18.81,0,0,0.001509697
3755,1807030203,55800,18.41,0,0,0.003107989
3756,1807030203,55800,12.26,0,0,0.003130151
3757,1807030203,55800,11.86,0,0,0.003361226
3758,1807030203,55800,3.62,0,0,0.000593495
3759,1807030203,55800,16.61,0,0,0.00302693
3760,1807030203,55800,12.99,0,0,0.000732738
3761,1807030203,55800,15.62,0,0,0.002293693
3762,1807030203,55800,22.43,0,0,0.001440019
3763,1807030203,55800,18.81,0,0,0.003208901
3764,1807030203,55800,19.43,0,0,0.003090131
3765,1807030203,55800,11.98,0,0,0.001269677
3766,1807030203,55800,12.66,0,0,0.003215167
3767,1807030203,55800,13,0,0,0.000895271
3768,1807030203,55800,12.89,0,0,0.000901424
3769,1807030203,55800,20.02,0,0,0.000119999
3770,1807030203,55800,22.2,0,0,0.000762947
3771,1807030203,55800,17.21,0,0,0.002721438
3772,1807030203,55800,25.49,0,0,0.001647866
3773,1807030203,55800,11.98,0,0,0.00298398
3774,1807030203,55800,16.35,0,0,0.000704224
3775,1807030203,55800,19.71,0,0,0.002829623
3776,1807030203,55800,12.71,0,0,0.001525368
3777,1807030203,55800,21.79,0,0,0.002299602
3778,1807030203,55800,12.93,0,0,0.002454973
3779,1807030203,55800,20.02,0,0,0.003030441
3780,1807030203,55800,13,0,0,0.000877072
3781,1807030203,55800,20.04,0,0,0.002760495
3782,1807030203,55800,22.61,0,0,0.002267878
3783,1807030203,55800,21.84,0,0,0.003207042
3784,1807030203,55800,22.83,0,0,0.000962582
3785,1807030203,55800,27.03,0,0,0.000718507
3786,1807030203,55800,12.21,0,0,0.003053956
3787,1807030203,55800,12.13,0,0,0.003125049
3788,1807030203,55800,19.51,0,0,0.001975917
3789,1807030203,55800,21.15,0,0,0.003165651
3790,1807030203,55800,2.58,0,0,0.002486892
3791,1807030203,55800,2.25,0,0,0.00049739
3792,1807030203,55800,3.11,0,0,0.000444734
3793,1807030203,55800,3.32,0,0,0.000825659
3794,1807030203,55800,12.76,0,0,0.00046705
3795,1807030203,55800,0.57,0,0,0.000545518
3796,1807030203,55800,0.57,0,0,0.003169444
3797,1807030203,55800,0.57,0,0,0.00256245
3798,1807030203,55800,17.6,0,0,0.002976168
3799,1807030203,55800,3.63,0,0,0.003139067
3800,1807030203,55800,1.88,0,0,0.003109067
3801,1807030203,55800,3.62,0,0,0.00326164
3802,1807030203,55800,2.22,0,0,0.001164852
3803,1807030203,55800,2.24,0,0,0.001124909
3804,1807030203,55800,3.62,0,0,0.001025351
3805,1807030203,55800,3.62,0,0,0.001497395
3806,1807030203,55800,3.57,0,0,0.000119373
3807,1807030203,55800,1.59,0,0,0.001438432
3808,1807030203,55800,2.5,0,0,0.003218711
3809,1807030203,55800,0.61,0,0,0.002135473
3810,1807030203,55800,3.62,0,0,0.001507064
3811,1807030203,55800,12.17,0,0,0.002161063
3812,1807030203,55800,3.62,0,0,0.000487511
3813,1807030203,55800,0.57,0,0,0.003176787
3814,1807030203,55800,0.57,0,0,0.003176744
3815,1807030203,55800,3.62,0,0,0.000748429
3816,1807030203,55800,0.57,0,0,0.001868856
3817,1807030203,55800,0.61,0,0,0.002899788
3818,1807030203,55800,0.59,0,0,0.002952671
3819,1807030203,55800,1.32,0,0,0.001166494
3820,1807030203,55800,0.57,0,0,0.003089499
3821,1807030203,55800,12.26,0,0,0.002321823
3822,1807030203,55800,3.33,0,0,0.001030434
3823,1807030203,55800,0.58,0,0,0.003099615
3824,1807030203,55800,0.84,0,0,0.003178494
3825,1807030203,55800,12.04,0,0,0.003136325
3826,1807030203,55800,0.57,0,0,0.003154155
3827,1807030203,55800,11.84,0,0,0.003165957
3828,1807030203,55800,11.92,0,0,0.001293366
3829,1807030203,55800,5.53,0,0,0.001145223
3830,1807030203,55800,10.37,0,0,0.000883642
3831,1807030203,55800,10.75,0,0,0.003188944
3832,1807030203,55800,0.57,0,0,0.00319128
3833,1807030203,55800,2.06,0,0,0.001434686
3834,1807030203,55800,21.32,0,0,0.000921715
3835,1807030203,55800,1.53,0,0,0.000574395
3836,1807030203,55800,12.14,0,0,0.001063421
3837,1807030203,55800,0.57,0,0,0.000270915
3838,1807030203,55800,3.53,0,0,0.000609874
3839,1807030203,55800,0.61,0,0,0.001369106
3840,1807030203,55800,11.68,0,0,0.003217716
3841,1807030203,55800,1.04,0,0,0.002930821
3842,1807030203,55800,11.18,0,0,0.003154882
3843,1807030203,55800,3.63,0,0,0.003183492
3844,1807030203,55800,3.62,0,0,0.001037529
3845,1807030203,55800,4.14,0,0,0.001246367
3846,1807030203,55800,3.62,0,0,0.000651778
3847,1807030203,55800,18.94,0,0,0.001060259
3848,1807030203,55800,3.62,0,0,0.001458712
3849,1807030203,55800,2.89,0,0,0.003251679
3850,1807030203,55800,22.71,0,0,0.000439094
3851,1807030203,55800,0.57,0,0,0.001119976
3852,1807030203,55800,0.58,0,0,0.000565975
3853,1807030203,55800,0.57,0,0,0.000509413
3854,1807030203,55800,0.57,0,0,0.003127011
3855,1807030203,55800,0.57,0,0,0.000446438
3856,1807030203,55800,3.4,0,0,0.000908932
3857,1807030203,55800,3.62,0,0,3.79522E-05
3858,1807030203,55800,3.62,0,0,0.000958608
3859,1807030203,55800,3.63,0,0,0.002710916
3860,1807030203,55800,0.57,0,0,0.000590467
3861,1807030203,55800,3.37,0,0,0.001019056
3862,1807030203,55800,0.57,0,0,0.000626112
3863,1807030203,55800,18.19,0,0,0.001095935
3864,1807030204,33400,3.59,0,0,0.001585693
3865,1807030204,33400,0.65,0,0,0.002923747
3866,1807030204,33400,0.64,0,0,0.001188537
3867,1807030204,33400,0.62,0,0,0.002923784
3868,1807030204,33400,0.63,0,0,0.002923831
3869,1807030204,33400,0.61,0,0,0.001206837
3870,1807030204,33400,3.62,0,0,0.000864723
3871,1807030204,33400,0.62,0,0,0.003277429
3872,1807030204,33400,0,0,,0.000828595
3873,1807030204,33400,3.48,0,0,0.00082089
3874,1807030204,33400,0.57,0,0,0.003064653
3875,1807030204,33400,0.57,0,0,0.00134256
3876,1807030204,33400,0.62,0,0,0.001141435
3877,1807030204,33400,2.09,0,0,0.002417375
3878,1807030204,33400,0.62,0,0,0.000393083
3879,1807030204,33400,3.54,0,0,0.000212207
3880,1807030204,33400,0.58,0,0,0.002703971
3881,1807030204,33400,0.59,0,0,0.001277723
3882,1807030204,33400,2.51,0,0,0.00270397
3883,1807030204,33400,2.58,0,0,0.000494454
3884,1807030204,33400,0.61,0,0,0.0026105
3885,1807030204,33400,3.53,0,0,0.002749097
3886,1807030204,33400,3.62,0,0,0.001230651
3887,1807030204,33400,0.63,0,0,0.00036022
3888,1807030204,33400,0.64,0,0,0.002895551
3889,1807030204,33400,0.65,0,0,0.000712402
3890,1807030204,33400,0.63,0,0,0.000339454
3891,1807030204,33400,0.59,0,0,0.000355454
3892,1807030204,33400,2.91,0,0,0.000651438
3893,1807030204,33400,0.63,0,0,0.000833092
3894,1807030204,33400,0.64,0,0,0.000256098
3895,1807030204,33400,0.56,0,0,0.001732501
3896,1807030204,33400,3.62,0,0,0.000942261
3897,1807030204,33400,2.89,0,0,0.000433647
3898,1807030204,33400,1.37,0,0,0.000724338
3899,1807030204,33400,2.93,0,0,0.000249896
3900,1807030204,33400,3.45,0,0,0.000821177
3901,1807030204,33400,0.64,0,0,0.000240173
3902,1807030204,33400,0.62,0,0,0.000409029
3903,1807030204,33400,0.65,0,0,0.001059694
3904,1807030204,33400,0.64,0,0,4.24804E-05
3905,1807030204,33400,0.63,0,0,0.000303938
3906,1807030204,33400,2.23,0,0,0.00145198
3907,1807030204,33400,0.6,0,0,3.07502E-05
3908,1807030204,33400,0.61,0,0,0.001042944
3909,1807030204,33400,0.63,0,0,0.00048496
3910,1807030204,33400,0.62,0,0,8.68119E-05
3911,1807030204,33400,0.59,0,0,0.000907397
3912,1807030204,33400,2.82,0,0,0.001717073
3913,1807030204,33400,3.36,0,0,9.39565E-05
3914,1807030204,33400,3.62,0,0,0.003147102
3915,1807030204,33400,3.62,0,0,0.001754956
3916,1807030204,33400,3.62,0,0,0.001629039
3917,1807030204,33400,3.59,0,0,0.001988261
3918,1807030204,33400,3.08,0,0,0.0029709
3919,1807030204,33400,3.62,0,0,0.001027971
3920,1807030204,33400,0.64,0,0,0.000706274
3921,1807030204,33400,0,0,,0.000304829
3922,1807030204,33400,0,0,,0.002865179
3923,1807030204,33400,0,0,,0.000855839
3924,1807030204,33400,0,0,,0.000847859
3925,1807030204,33400,0,0,,0.000252939
3926,1807030204,33400,0.64,0,0,0.000963271
3927,1807030204,33400,0,0,,0.00028123
3928,1807030204,33400,0,0,,0.000740418
3929,1807030204,33400,3.48,0,0,0.000311518
3930,1807030204,33400,1.71,0,0,0.001122399
3931,1807030204,33400,2.83,0,0,0.001637481
3932,1807030204,33400,3.58,0,0,0.001747504
3933,1807030204,33400,0.61,0,0,0.00014516
3934,1807030204,33400,0.59,0,0,0.000351494
3935,1807030204,33400,0.62,0,0,0.002821523
3936,1807030204,33400,3.25,0,0,0.000661112
3937,1807030204,33400,3.2,0,0,3.39267E-05
3938,1807030204,33400,0.58,0,0,0.000252364
3939,1807030204,33400,2.87,0,0,0.003231075
3940,1807030204,33400,0.6,0,0,0.00101475
3941,1807030204,33400,0.64,0,0,0.000460076
3942,1807030204,33400,0.56,0,0,0.000528797
3943,1807030204,33400,0,0,,0.003153324
3944,1807030204,33400,0.65,0,0,0.001753822
3945,1807030204,33400,0.6,0,0,0.000403811
3946,1807030204,33400,0.64,0,0,0.001564938
3947,1807030204,33400,2.87,0,0,0.000983263
3948,1807030204,33400,3.48,0,0,0.002251196
3949,1807030204,33400,2.75,0,0,0.000239518
3950,1807030204,33400,0.57,0,0,9.13582E-05
3951,1807030204,33400,2.51,0,0,0.000643447
3952,1807030204,33400,0.64,0,0,0.000176965
3953,1807030204,33400,0.65,0,0,0.000526166
3954,1807030204,33400,0.62,0,0,9.2102E-05
3955,1807030204,33400,0.65,0,0,0.001946384
3956,1807030204,33400,3.62,0,0,0.001592201
3957,1807030204,33400,0.65,0,0,0.000728283
3958,1807030204,33400,0.65,0,0,0.002270949
3959,1807030204,33400,0.62,0,0,0.000214707
3960,1807030204,33400,0.65,0,0,0.001275389
3961,1807030204,33400,0.63,0,0,0.002238583
3962,1807030204,33400,3.37,0,0,0.000799499
3963,1807030204,33400,2.38,0,0,0.000892297
3964,1807030204,33400,0.63,0,0,0.000358201
3965,1807030204,33400,0.63,0,0,0.002652012
3966,1807030204,33400,3.35,0,0,0.000211389
3967,1807030204,33400,3.11,0,0,0.002028115
3968,1807030204,33400,2.16,0,0,0.00023692
3969,1807030204,33400,0.65,0,0,0.000732695
3970,1807030204,33400,0.4,0,0,0.001282887
3971,1807030204,33400,0,0,,6.73262E-05
3972,1807030204,33400,0.45,0,0,0.000745994
3973,1807030204,33400,0.64,0,0,0.000775642
3974,1807030204,33400,0.64,0,0,0.002022232
3975,1807030204,33400,0.64,0,0,5.99905E-06
3976,1807030204,33400,0.64,0,0,0.001324349
3977,1807030204,33400,0.56,0,0,0.000919485
3978,1807030204,33400,0.61,0,0,0.000479295
3979,1807030204,33400,0.59,0,0,0.000848109
3980,1807030204,33400,0,0,,0.001205035
3981,1807030204,33400,0.64,0,0,0.000995087
3982,1807030204,33400,0.64,0,0,0.000317647
3983,1807030204,33400,0.64,0,0,0.000191066
3984,1807030204,33400,0,0,,0.002245028
3985,1807030204,33400,0,0,,0.000802678
3986,1807030204,33400,2.56,0,0,0.002352464
3987,1807030204,33400,3.04,0,0,0.003136018
3988,1807030204,33400,1.24,0,0,0.000375408
3989,1807030204,33400,0.64,0,0,9.34018E-05
3990,1807030204,33400,2.51,0,0,0.002451887
3991,1807030204,33400,0.61,0,0,0.001543546
3992,1807030204,33400,0.63,0,0,0.000672484
3993,1807030204,33400,0,0,,0.002948485
3994,1807030204,33400,0,0,,0.002948536
3995,1807030204,33400,0.65,0,0,0.002442947
3996,1807030204,33400,3.54,0,0,0.000882473
3997,1807030204,33400,2.51,0,0,0.001081548
3998,1807030204,33400,3.14,0,0,0.002715495
3999,1807030204,33400,1.63,0,0,0.002732569
4000,1807030204,33400,1.91,0,0,0.002732562
4001,1807030204,33400,1.47,0,0,0.002732554
4002,1807030204,33400,3.32,0,0,0.00094703
4003,1807030204,33400,3.32,0,0,8.05505E-05
4004,1807030204,33400,0.62,0,0,0.001855175
4005,1807030204,33400,0.61,0,0,0.000527372
4006,1807030204,33400,1.44,0,0,0.001471718
4007,1807030204,33400,3.36,0,0,0.000704791
4008,1807030204,33400,3.62,0,0,0.001812479
4009,1807030204,33400,0,0,,0.000556134
4010,1807030204,33400,0,0,,0.001074449
4011,1807030204,33400,0,0,,0.00295681
4012,1807030204,33400,0,0,,0.000656447
4013,1807030204,33400,3.11,0,0,0.000491428
4014,1807030204,33400,0.6,0,0,4.42138E-05
4015,1807030204,33400,0.61,0,0,0.000604914
4016,1807030204,33400,0.64,0,0,0.001972424
4017,1807030204,33400,0.63,0,0,0.001027777
4018,1807030204,33400,0.64,0,0,0.000907533
4019,1807030204,33400,0.63,0,0,0.000587045
4020,1807030204,33400,0.63,0,0,0.0001025
4021,1807030204,33400,3.54,0,0,2.60507E-05
4022,1807030204,33400,3.2,0,0,0.00081145
4023,1807030204,33400,2.77,0,0,0.002023179
4024,1807030204,33400,1.98,0,0,8.34387E-05
4025,1807030204,33400,1.98,0,0,0.000169998
4026,1807030204,33400,3.29,0,0,0.001347581
4027,1807030204,33400,3.62,0,0,0.00162201
4028,1807030204,33400,0.64,0,0,0.000196368
4029,1807030204,33400,0.94,0,0,0.000715302
4030,1807030204,33400,0.61,0,0,0.003370735
4031,1807030204,33400,0.57,0,0,2.06606E-05
4032,1807030204,33400,0.59,0,0,0.000250641
4033,1807030204,33400,0.65,0,0,0.00184125
4034,1807030204,33400,0.62,0,0,0.000201273
4035,1807030204,33400,0.65,0,0,0.001903316
4036,1807030204,33400,0.64,0,0,0.001195987
4037,1807030204,33400,0.65,0,0,0.000689387
4038,1807030204,33400,0.65,0,0,0.000946857
4039,1807030204,33400,0.64,0,0,0.002233955
4040,1807030204,33400,0.64,0,0,0.000206069
4041,1807030204,33400,0.64,0,0,0.000684898
4042,1807030204,33400,0.64,0,0,0.000951968
4043,1807030204,33400,0,0,,0.003127937
4044,1807030204,33400,0.56,0,0,0.000924057
4045,1807030204,33400,0.64,0,0,0.002200899
4046,1807030204,33400,3.62,0,0,0.001280892
4047,1807030204,33400,3.62,0,0,0.00258369
4048,1807030204,33400,0.65,0,0,0.000245793
4049,1807030204,33400,0.65,0,0,0.000606185
4050,1807030204,33400,0.64,0,0,0.001556786
4051,1807030204,33400,2.23,0,0,0.001123858
4052,1807030204,33400,1.89,0,0,0.002757029
4053,1807030204,33400,0.62,0,0,0.001307864
4054,1807030204,33400,0.64,0,0,0.000284958
4055,1807030204,33400,0.64,0,0,0.000375629
4056,1807030204,33400,0.65,0,0,0.002751621
4057,1807030204,33400,0,0,,0.000936977
4058,1807030204,33400,0,0,,0.000543954
4059,1807030204,33400,0,0,,0.001443582
4060,1807030204,33400,0,0,,0.002751603
4061,1807030204,33400,0.63,0,0,0.001215347
4062,1807030204,33400,0.62,0,0,0.000201103
4063,1807030204,33400,0.63,0,0,6.85363E-05
4064,1807030204,33400,0.65,0,0,0.001575487
4065,1807030204,33400,0.45,0,0,0.00187279
4066,1807030204,33400,0.49,0,0,0.002854098
4067,1807030204,33400,0.61,0,0,0.00071896
4068,1807030204,33400,6.2,0,0,0.001078132
4069,1807030204,33400,0.65,0,0,0.000293108
4070,1807030204,33400,0.61,0,0,0.001115483
4071,1807030204,33400,0.65,0,0,0.000267359
4072,1807030204,33400,3.62,0,0,0.002431133
4073,1807030204,33400,0.32,0,0,0.001860199
4074,1807030204,33400,0.65,0,0,0.001067846
4075,1807030204,33400,0.6,0,0,0.002885787
4076,1807030204,33400,0.58,0,0,0.002206811
4077,1807030204,33400,0.62,0,0,0.000348363
4078,1807030204,33400,0.64,0,0,0.000934808
4079,1807030204,33400,0.65,0,0,0.002192575
4080,1807030204,33400,0.62,0,0,0.002322339
4081,1807030204,33400,0.63,0,0,0.002286422
4082,1807030204,33400,3.39,0,0,0.002016108
4083,1807030204,33400,2.77,0,0,0.00039498
4084,1807030204,33400,8.75,0,0,0.002406819
4085,1807030204,33400,0.63,0,0,0.001355301
4086,1807030204,33400,2.75,0,0,0.001182478
4087,1807030204,33400,3.06,0,0,0.000380878
4088,1807030204,33400,3.57,0,0,0.001165666
4089,1807030204,33400,3.62,0,0,0.003027953
4090,1807030204,33400,3.56,0,0,0.001793601
4091,1807030204,33400,0.58,0,0,0.000494479
4092,1807030204,33400,0.63,0,0,0.002997954
4093,1807030204,33400,0.62,0,0,0.001296822
4094,1807030204,33400,3.62,0,0,0.000990616
4095,1807030204,33400,0.57,0,0,0.001569184
4096,1807030204,33400,2.17,0,0,0.000799395
4097,1807030204,33400,0.61,0,0,0.000668367
4098,1807030204,33400,3.4,0,0,0.002651738
4099,1807030204,33400,3.32,0,0,3.05692E-05
4100,1807030204,33400,0.58,0,0,0.001667843
4101,1807030204,33400,3.22,0,0,0.000711187
4102,1807030204,33400,3.4,0,0,0.000683779
4103,1807030204,33400,0.61,0,0,0.000321154
4104,1807030204,33400,0.6,0,0,0.001065139
4105,1807030204,33400,0.63,0,0,0.001438683
4106,1807030204,33400,0.64,0,0,0.000639936
4107,1807030204,33400,0.63,0,0,0.00075735
4108,1807030204,33400,0.64,0,0,0.000701595
4109,1807030204,33400,2.58,0,0,0.000809221
4110,1807030204,33400,2.92,0,0,0.002326153
4111,1807030204,33400,3.45,0,0,0.001127231
4112,1807030204,33400,3.59,0,0,0.000229789
4113,1807030204,33400,0.64,0,0,0.00082597
4114,1807030204,33400,0.63,0,0,0.000107812
4115,1807030204,33400,0.65,0,0,0.002824125
4116,1807030204,33400,0.63,0,0,0.000399024
4117,1807030204,33400,2.83,0,0,3.47926E-05
4118,1807030204,33400,3.62,0,0,0.001632708
4119,1807030204,33400,0.64,0,0,0.000980275
4120,1807030204,33400,0.62,0,0,0.00042588
4121,1807030204,33400,0.63,0,0,0.001154837
4122,1807030204,33400,0.6,0,0,0.002159766
4123,1807030204,33400,2.1,0,0,0.001290567
4124,1807030204,33400,3.17,0,0,0.001174361
4125,1807030204,33400,3.25,0,0,0.001361072
4126,1807030204,33400,3.62,0,0,0.000750591
4127,1807030204,33400,3.08,0,0,0.00101227
4128,1807030204,33400,0.64,0,0,0.003199421
4129,1807030204,33400,0.64,0,0,0.000548266
4130,1807030204,33400,0.63,0,0,0.000595312
4131,1807030204,33400,0.62,0,0,0.002233575
4132,1807030204,33400,1.63,0,0,0.002321274
4133,1807030204,33400,3.62,0,0,0.000153811
4134,1807030204,33400,3.62,0,0,0.002798711
4135,1807030204,33400,0.64,0,0,0.000414743
4136,1807030204,33400,0.61,0,0,0.003108374
4137,1807030204,33400,0.54,0,0,0.001285188
4138,1807030204,33400,0.64,0,0,0.000239948
4139,1807030204,33400,0.64,0,0,0.000148464
4140,1807030204,33400,0.64,0,0,0.000120586
4141,1807030204,33400,0.65,0,0,0.001547102
4142,1807030204,33400,0.64,0,0,0.001108593
4143,1807030204,33400,0.64,0,0,0.001007005
4144,1807030204,33400,0.65,0,0,0.000719952
4145,1807030204,33400,0.63,0,0,0.002802775
4146,1807030204,33400,3.56,0,0,0.001943187
4147,1807030204,33400,3.62,0,0,0.000768508
4148,1807030204,33400,0.58,0,0,0.000260529
4149,1807030204,33400,0.63,0,0,0.000671188
4150,1807030204,33400,0.62,0,0,0.002690601
4151,1807030204,33400,0.62,0,0,0.000356486
4152,1807030204,33400,3.48,0,0,0.001051642
4153,1807030204,33400,0.62,0,0,0.002258011
4154,1807030204,33400,0.49,0,0,0.001276571
4155,1807030204,33400,0,0,,0.003127852
4156,1807030204,33400,0,0,,0.000666337
4157,1807030204,33400,0,0,,0.000319972
4158,1807030204,33400,0.57,0,0,0.001862229
4159,1807030204,33400,0.59,0,0,0.002499408
4160,1807030204,33400,0.62,0,0,0.000452787
4161,1807030204,33400,2.77,0,0,0.002817413
4162,1807030204,33400,0.59,0,0,0.001419037
4163,1807030204,33400,3.32,0,0,0.002581365
4164,1807030204,33400,0.61,0,0,0.001362987
4165,1807030204,33400,3.62,0,0,0.001461996
4166,1807030204,33400,3.62,0,0,0.000641536
4167,1807030204,33400,3.43,0,0,0.001811836
4168,1807030204,33400,3.48,0,0,0.003156453
4169,1807030204,33400,3.62,0,0,0.000591579
4170,1807030204,33400,0.61,0,0,0.000594397
4171,1807030204,33400,2.92,0,0,0.000924205
4172,1807030204,33400,0.62,0,0,0.000329472
4173,1807030204,33400,0.62,0,0,0.000424982
4174,1807030204,33400,2.77,0,0,0.002894331
4175,1807030204,33400,9.96,0,0,0.000758057
4176,1807030204,33400,2.92,0,0,0.0018947
4177,1807030204,33400,0.65,0,0,0.001513193
4178,1807030204,33400,0.59,0,0,0.000856934
4179,1807030204,33400,0.64,0,0,0.001038155
4180,1807030204,33400,0.65,0,0,0.000200942
4181,1807030204,33400,0.61,0,0,0.001324135
4182,1807030204,33400,0.57,0,0,0.000532048
4183,1807030204,33400,0.6,0,0,0.000536313
4184,1807030204,33400,0.32,0,0,0.003143939
4185,1807030204,33400,0.54,0,0,0.000340088
4186,1807030204,33400,0,0,,0.001398689
4187,1807030204,33400,0,0,,0.003046553
4188,1807030204,33400,0.56,0,0,0.001206438
4189,1807030204,33400,1.8,0,0,0.00115296
4190,1807030204,33400,0.62,0,0,0.003028748
4191,1807030204,33400,0.61,0,0,0.003177818
4192,1807030204,33400,0.64,0,0,0.003447857
4193,1807030204,33400,0.61,0,0,0.002706056
4194,1807030204,33400,0.6,0,0,0.002227773
4195,1807030204,33400,3.46,0,0,0.000481573
4196,1807030204,33400,3.62,0,0,0.001880406
4197,1807030204,33400,0.62,0,0,0.001258187
4198,1807030204,33400,0.63,0,0,0.001256351
4199,1807030204,33400,0.62,0,0,0.002086718
4200,1807030204,33400,2.45,0,0,0.000768617
4201,1807030204,33400,0.62,0,0,0.000831805
4202,1807030204,33400,0.58,0,0,0.000639946
4203,1807030204,33400,0,0,,0.000285214
4204,1807030204,33400,0,0,,0.000242698
4205,1807030204,33400,3.51,0,0,0.001864623
4206,1807030204,33400,3.46,0,0,0.001376077
4207,1807030204,33400,0.6,0,0,0.000108399
4208,1807030204,33400,0.64,0,0,0.001753798
4209,1807030204,33400,0.59,0,0,7.4E-05
4210,1807030204,33400,2.77,0,0,0.000847553
4211,1807030204,33400,0,0,,0.000585986
4212,1807030204,33400,0.64,0,0,0.001777207
4213,1807030204,33400,0.65,0,0,0.001165834
4214,1807030204,33400,0.64,0,0,0.000506378
4215,1807030204,33400,0.64,0,0,0.00071715
4216,1807030204,33400,3.54,0,0,0.000661674
4217,1807030204,33400,2.92,0,0,0.000173837
4218,1807030204,33400,0.64,0,0,0.000899056
4219,1807030204,33400,0.63,0,0,7.90298E-05
4220,1807030204,33400,0.61,0,0,0.00142791
4221,1807030204,33400,3.32,0,0,0.000926723
4222,1807030204,33400,3.62,0,0,0.001716055
4223,1807030204,33400,0.64,0,0,5.1022E-05
4224,1807030204,33400,0.64,0,0,0.000398668
4225,1807030204,33400,0.6,0,0,0.001921915
4226,1807030204,33400,0.65,0,0,0.001183641
4227,1807030204,33400,0,0,,0.000216418
4228,1807030204,33400,0,0,,0.000850898
4229,1807030204,33400,0.61,0,0,0.000447182
4230,1807030204,33400,0.61,0,0,0.000462032
4231,1807030204,33400,0.64,0,0,0.000124378
4232,1807030204,33400,0.64,0,0,0.001085838
4233,1807030204,33400,0.64,0,0,0.001003104
4234,1807030204,33400,0.57,0,0,0.000790705
4235,1807030204,33400,10.77,0,0,0.003213394
4236,1807030204,33400,13.26,0,0,0.001634988
4237,1807030204,33400,12.46,0,0,0.000970281
4238,1807030204,33400,0.63,0,0,0.000268472
4239,1807030204,33400,0.63,0,0,0.00031484
4240,1807030204,33400,0.58,0,0,0.000510265
4241,1807030204,33400,0.57,0,0,0.000308778
4242,1807030204,33400,3.54,0,0,0.00169231
4243,1807030204,33400,2.96,0,0,0.001972138
4244,1807030204,33400,3.2,0,0,0.002214038
4245,1807030204,33400,3.2,0,0,2.64286E-05
4246,1807030204,33400,3.62,0,0,0.003193275
4247,1807030204,33400,11.01,0,0,0.001730255
4248,1807030204,33400,2.58,0,0,0.002942236
4249,1807030204,33400,10.63,0,0,0.001450552
4250,1807030204,33400,3.37,0,0,0.001089532
4251,1807030204,33400,3.62,0,0,0.001510981
4252,1807030204,33400,0.62,0,0,0.001894853
4253,1807030204,33400,0.6,0,0,0.000483008
4254,1807030204,33400,2.51,0,0,0.001690765
4255,1807030204,33400,0.62,0,0,0.001393603
4256,1807030204,33400,2.71,0,0,0.001941652
4257,1807030204,33400,0.63,0,0,0.003111154
4258,1807030204,33400,3.4,0,0,0.000415542
4259,1807030204,33400,3.32,0,0,0.000611841
4260,1807030204,33400,3.4,0,0,0.001875859
4261,1807030204,33603,0,0,,0.001628648
4262,1807030204,33603,0.21,0,0,0.003211436
4263,1807030204,33603,0.65,0,0,0.002324457
4264,1807030204,33603,0.64,0,0,0.000125318
4265,1807030204,33603,0.58,0,0,0.001591109
4266,1807030204,33603,0.62,0,0,0.002012789
4267,1807030204,33603,1.56,0,0,0.001379472
4268,1807030204,33603,0.62,0,0,0.001685642
4269,1807030204,33603,0.64,0,0,0.003131537
4270,1807030204,33603,0.59,0,0,0.000533142
4271,1807030204,33603,0.64,0,0,0.002856554
4272,1807030204,33603,0.64,0,0,0.000409726
4273,1807030204,33603,3.5,0,0,0.002955089
4274,1807030204,33603,3.49,0,0,0.001710614
4275,1807030204,33603,8.91,0,0,0.002907414
4276,1807030204,33603,3.62,0,0,0.000932336
4277,1807030204,33603,0.64,0,0,0.00192458
4278,1807030204,33603,2.58,0,0,0.003183965
4279,1807030204,33603,3.49,0,0,0.001113854
4280,1807030204,33603,0.64,0,0,0.001190263
4281,1807030204,33603,1.99,0,0,0.002867921
4282,1807030204,33603,2.55,0,0,0.001144065
4283,1807030204,33603,3.59,0,0,0.001067683
4284,1807030204,33603,2.61,0,0,0.001332477
